Word	Burstiness	Frequency	Interevent Intervals	Event Onsets	POS Tag	Transcript
best	0.8000422901311977	5	[3180, 47291, 12991250, 2802]	[1149040, 1152220, 1199511, 14190761, 14193563]	ADV	A2
em	0.1703346621196471	18	[0, 966415, 444044, 388250, 31954, 20800, 44046, 3685, 3405445, 18145, 2970336, 242758, 1051882, 1528546, 2440787, 1677104, 5670]	[2982321, 2982321, 3948736, 4392780, 4781030, 4812984, 4833784, 4877830, 4881515, 8286960, 8305105, 11275441, 11518199, 12570081, 14098627, 16539414, 18216518, 18222188]	PRON	A2
for	0.25016720988757996	152	[2533, 54599, 196886, 198770, 188605, 50740, 80865, 497400, 1998, 58164, 306723, 21130, 108905, 66207, 55725, 294113, 300583, 77841, 16014, 3445, 95230, 329087, 680287, 189969, 8114, 5860, 87616, 18434, 28195, 19535, 114430, 169075, 270678, 285612, 6555, 91875, 5558, 2775, 30785, 18613, 284949, 712585, 2320, 129030, 128270, 34598, 73084, 106088, 154160, 267590, 7441, 326519, 41230, 143410, 72770, 7700, 19890, 284450, 174060, 337160, 120290, 2165, 184010, 37180, 36680, 57875, 2130012, 136824, 1760, 175480, 27076, 166155, 592264, 7734, 6785, 81340, 0, 3970, 0, 31201, 51662, 194218, 395780, 197975, 111309, 173033, 86215, 2270, 267752, 239841, 156199, 32466, 334219, 3829, 71171, 6890, 114935, 106350, 55650, 334140, 111275, 102290, 196110, 8595, 11920, 23015, 3445, 1400, 7925, 72347, 112097, 249551, 4056, 100578, 269896, 144198, 264683, 73040, 259222, 189932, 18759, 63379, 76019, 193409, 2884, 2340, 25443, 7971, 401547, 8124, 16205, 25278, 10488, 204341, 91628, 373695, 58688, 12390, 2478, 64034, 372705, 105252, 151462, 4800, 4164, 152010, 10521, 109221, 104740, 6353, 455013]	[109447, 111980, 166579, 363465, 562235, 750840, 801580, 882445, 1379845, 1381843, 1440007, 1746730, 1767860, 1876765, 1942972, 1998697, 2292810, 2593393, 2671234, 2687248, 2690693, 2785923, 3115010, 3795297, 3985266, 3993380, 3999240, 4086856, 4105290, 4133485, 4153020, 4267450, 4436525, 4707203, 4992815, 4999370, 5091245, 5096803, 5099578, 5130363, 5148976, 5433925, 6146510, 6148830, 6277860, 6406130, 6440728, 6513812, 6619900, 6774060, 7041650, 7049091, 7375610, 7416840, 7560250, 7633020, 7640720, 7660610, 7945060, 8119120, 8456280, 8576570, 8578735, 8762745, 8799925, 8836605, 8894480, 11024492, 11161316, 11163076, 11338556, 11365632, 11531787, 12124051, 12131785, 12138570, 12219910, 12219910, 12223880, 12223880, 12255081, 12306743, 12500961, 12896741, 13094716, 13206025, 13379058, 13465273, 13467543, 13735295, 13975136, 14131335, 14163801, 14498020, 14501849, 14573020, 14579910, 14694845, 14801195, 14856845, 15190985, 15302260, 15404550, 15600660, 15609255, 15621175, 15644190, 15647635, 15649035, 15656960, 15729307, 15841404, 16090955, 16095011, 16195589, 16465485, 16609683, 16874366, 16947406, 17206628, 17396560, 17415319, 17478698, 17554717, 17748126, 17751010, 17753350, 17778793, 17786764, 18188311, 18196435, 18212640, 18237918, 18248406, 18452747, 18544375, 18918070, 18976758, 18989148, 18991626, 19055660, 19428365, 19533617, 19685079, 19689879, 19694043, 19846053, 19856574, 19965795, 20070535, 20076888, 20531901]	ADP	A2
on	0.3941769106997455	266	[9289, 146939, 2740, 90405, 6815, 18209, 28646, 2345, 2505, 66380, 3390, 19940, 231215, 17445, 71265, 4245, 14720, 221800, 191780, 10355, 1998, 4921, 0, 900, 68367, 10590, 2133, 1604, 29717, 315565, 3855, 132617, 311348, 3605, 19760, 143302, 170685, 22922, 193009, 6380, 2910, 156288, 0, 30745, 32420, 387332, 273834, 7885, 94130, 4213, 3700, 2762, 1728, 91906, 235699, 22315, 45250, 1965, 23510, 9505, 5790, 7400, 317815, 42520, 89868, 4350, 1490, 1205, 8702, 13556, 0, 1654, 3166, 10970, 16545, 4779, 18506, 0, 2853, 12418, 13993, 4984, 15037, 4535, 8605, 19554, 90150, 158698, 18613, 72154, 67810, 23475, 62905, 5880, 7800, 4830, 53880, 114150, 400785, 22795, 63240, 111200, 158520, 125013, 103922, 33466, 425789, 232590, 38850, 5250, 115685, 17875, 45325, 88305, 94290, 363900, 266170, 0, 3270, 0, 37935, 410550, 8630, 2905, 5760, 3095, 51215, 15610, 2157181, 3111, 119299, 2625, 75120, 7385, 15845, 0, 8435, 19620, 8545, 77245, 0, 6355, 53147, 259353, 260156, 2587, 84180, 233368, 108008, 67821, 19453, 54082, 139765, 4745, 3810, 3395, 78670, 19785, 65900, 24935, 47085, 60835, 9305, 46415, 21990, 5364, 105996, 146450, 4395, 38340, 16280, 36330, 28722, 0, 62326, 28044, 145212, 56491, 196615, 116134, 26361, 73035, 21225, 130970, 30955, 0, 7482, 105317, 4707, 50296, 99232, 3030, 10620, 18510, 2670, 111315, 19407, 9658, 110545, 101580, 115465, 234084, 892, 104604, 49920, 392392, 34165, 59472, 12199, 27428, 17584, 35349, 5463, 14655, 1155, 85528, 27254, 296500, 10515, 4896, 175516, 231999, 0, 31396, 54041, 166020, 83966, 5644, 14637, 148538, 64251, 3320, 19341, 201786, 9758, 6546, 29767, 11757, 2722, 30110, 41008, 22310, 18304, 9298, 3975, 8819, 34677, 63707, 5041, 133964, 155324, 5728, 18646, 13810, 466771, 28836, 273419, 3210, 21208, 410602, 19907, 64851, 184068, 691782, 112805]	[219417, 228706, 375645, 378385, 468790, 475605, 493814, 522460, 524805, 527310, 593690, 597080, 617020, 848235, 865680, 936945, 941190, 955910, 1177710, 1369490, 1379845, 1381843, 1386764, 1386764, 1387664, 1456031, 1466621, 1468754, 1470358, 1500075, 1815640, 1819495, 1952112, 2263460, 2267065, 2286825, 2430127, 2600812, 2623734, 2816743, 2823123, 2826033, 2982321, 2982321, 3013066, 3045486, 3432818, 3706652, 3714537, 3808667, 3812880, 3816580, 3819342, 3821070, 3912976, 4148675, 4170990, 4216240, 4218205, 4241715, 4251220, 4257010, 4264410, 4582225, 4624745, 4714613, 4718963, 4720453, 4721658, 4730360, 4743916, 4743916, 4745570, 4748736, 4759706, 4776251, 4781030, 4799536, 4799536, 4802389, 4814807, 4828800, 4833784, 4848821, 4853356, 4861961, 4881515, 4971665, 5130363, 5148976, 5221130, 5288940, 5312415, 5375320, 5381200, 5389000, 5393830, 5447710, 5561860, 5962645, 5985440, 6048680, 6159880, 6318400, 6443413, 6547335, 6580801, 7006590, 7239180, 7278030, 7283280, 7398965, 7416840, 7462165, 7550470, 7644760, 8008660, 8274830, 8274830, 8278100, 8278100, 8316035, 8726585, 8735215, 8738120, 8743880, 8746975, 8798190, 8813800, 10970981, 10974092, 11093391, 11096016, 11171136, 11178521, 11194366, 11194366, 11202801, 11222421, 11230966, 11308211, 11308211, 11314566, 11367713, 11627066, 11887222, 11889809, 11973989, 12207357, 12315365, 12383186, 12402639, 12456721, 12596486, 12601231, 12605041, 12608436, 12687106, 12706891, 12772791, 12797726, 12844811, 12905646, 12914951, 12961366, 12983356, 12988720, 13094716, 13241166, 13245561, 13283901, 13300181, 13336511, 13365233, 13365233, 13427559, 13455603, 13600815, 13657306, 13853921, 13970055, 13996416, 14069451, 14090676, 14221646, 14252601, 14252601, 14260083, 14365400, 14370107, 14420403, 14519635, 14522665, 14533285, 14551795, 14554465, 14665780, 14685187, 14694845, 14805390, 14906970, 15022435, 15256519, 15257411, 15362015, 15411935, 15804327, 15838492, 15897964, 15910163, 15937591, 15955175, 15990524, 15995987, 16010642, 16011797, 16097325, 16124579, 16421079, 16431594, 16436490, 16612006, 16844005, 16844005, 16875401, 16929442, 17095462, 17179428, 17185072, 17199709, 17348247, 17412498, 17415818, 17435159, 17636945, 17646703, 17653249, 17683016, 17694773, 17697495, 17727605, 17768613, 17790923, 17809227, 17818525, 17822500, 17831319, 17865996, 17929703, 17934744, 18068708, 18224032, 18229760, 18248406, 18262216, 18728987, 18757823, 19031242, 19034452, 19055660, 19466262, 19486169, 19551020, 19735088, 20426870, 20539675]	ADP	A2
got	0.2761410710964101	64	[555057, 0, 223185, 1616460, 5882, 3738, 1901, 2528, 2710, 481467, 221094, 23000, 34483, 60685, 115650, 7355, 132472, 1281895, 9430, 8335, 128940, 3090, 77986, 1618014, 103573, 587662, 113790, 367875, 270790, 2776697, 3365, 422589, 20722, 918161, 2526, 55180, 239906, 17665, 98230, 93930, 1103334, 155371, 237149, 191890, 544945, 6575, 1190, 118875, 1102095, 2786, 717395, 211026, 432871, 35382, 78878, 939916, 3052, 43383, 41828, 1742, 379997, 325084, 431349]	[158703, 713760, 713760, 936945, 2553405, 2559287, 2563025, 2564926, 2567454, 2570164, 3051631, 3272725, 3295725, 3330208, 3390893, 3506543, 3513898, 3646370, 4928265, 4937695, 4946030, 5074970, 5078060, 5156046, 6774060, 6877633, 7465295, 7579085, 7946960, 8217750, 10994447, 10997812, 11420401, 11441123, 12359284, 12361810, 12416990, 12656896, 12674561, 12772791, 12866721, 13970055, 14125426, 14362575, 14554465, 15099410, 15105985, 15107175, 15226050, 16328145, 16330931, 17048326, 17259352, 17692223, 17727605, 17806483, 18746399, 18749451, 18792834, 18834662, 18836404, 19216401, 19541485, 19972834]	VERB	A2
me	0.3032540507460037	161	[184580, 104102, 186590, 191885, 201790, 1121555, 20635, 327376, 272385, 8962, 128090, 2057, 1673, 28137, 6148, 1122, 3343, 4130, 1040, 446715, 128805, 266454, 26613, 77377, 157953, 6900, 61506, 5014, 156340, 42875, 89595, 6515, 16215, 91325, 90015, 88550, 13168, 34980, 71793, 0, 36739, 12218, 1970, 62167, 60345, 153295, 17768, 9075, 108842, 68680, 115475, 252930, 110725, 232580, 41870, 224380, 135800, 10421, 49759, 232920, 512640, 110580, 245980, 13355, 301605, 146867, 3183, 49550, 58135, 248865, 0, 134330, 243560, 2090, 119235, 39065, 2181826, 21590, 86970, 71420, 241711, 3164, 305060, 26053, 323326, 30520, 3970, 30150, 291656, 90935, 68241, 67929, 81390, 408860, 683355, 119185, 76590, 51392, 206919, 132803, 39735, 475205, 44920, 6265, 318325, 83849, 64051, 1762, 6778, 35080, 11920, 288988, 199534, 47630, 38262, 258669, 31051, 187752, 78337, 50128, 120626, 151898, 13072, 119506, 54293, 135639, 68113, 250549, 6255, 180985, 17686, 5063, 4492, 5041, 9619, 8403, 302812, 37809, 8352, 111516, 177241, 187320, 672, 2483, 1176, 1625, 5725, 208123, 67905, 80653, 81930, 222055, 9226, 6873, 5138, 6334, 5948, 240086, 778380, 2737]	[86963, 271543, 375645, 562235, 754120, 955910, 2077465, 2098100, 2425476, 2697861, 2706823, 2834913, 2836970, 2838643, 2866780, 2872928, 2874050, 2877393, 2881523, 2882563, 3329278, 3458083, 3724537, 3751150, 3828527, 3986480, 3993380, 4054886, 4059900, 4216240, 4259115, 4348710, 4355225, 4371440, 4462765, 4552780, 4641330, 4654498, 4689478, 4761271, 4761271, 4798010, 4810228, 4812198, 4874365, 4934710, 5088005, 5105773, 5114848, 5223690, 5292370, 5407845, 5660775, 5771500, 6004080, 6045950, 6270330, 6406130, 6416551, 6466310, 6699230, 7211870, 7322450, 7568430, 7581785, 7883390, 8030257, 8033440, 8082990, 8141125, 8389990, 8389990, 8524320, 8767880, 8769970, 8889205, 8928270, 11110096, 11131686, 11218656, 11290076, 11531787, 11534951, 11840011, 11866064, 12189390, 12219910, 12223880, 12254030, 12545686, 12636621, 12704862, 12772791, 12854181, 13263041, 13946396, 14065581, 14142171, 14193563, 14400482, 14533285, 14573020, 15048225, 15093145, 15099410, 15417735, 15501584, 15565635, 15567397, 15574175, 15609255, 15621175, 15910163, 16109697, 16157327, 16195589, 16454258, 16485309, 16673061, 16751398, 16801526, 16922152, 17074050, 17087122, 17206628, 17260921, 17396560, 17464673, 17715222, 17721477, 17902462, 17920148, 17925211, 17929703, 17934744, 17944363, 17952766, 18255578, 18293387, 18301739, 18413255, 18590496, 18777816, 18778488, 18780971, 18782147, 18783772, 18789497, 18997620, 19065525, 19146178, 19228108, 19450163, 19459389, 19466262, 19471400, 19477734, 19483682, 19723768, 20502148, 20504885]	PRON	A2
winner	-0.2519793840165687	3	[6540, 2015]	[7946960, 7953500, 7955515]	NOUN	A2
raining	-0.4686266418099781	3	[7140, 15735]	[1171475, 1178615, 1194350]	VERB	A2
Daddy	-0.15734606481285704	9	[1820924, 535061, 3842470, 5437791, 9226, 2511903, 1502895, 2895829]	[882445, 2703369, 3238430, 7080900, 12518691, 12527917, 15039820, 16542715, 19438544]	NOUN	A2
snuggles	0.6880959349952169	11	[2533, 2629, 51970, 7604, 4368477, 3220, 1806035, 0, 4695, 2490]	[109447, 111980, 114609, 166579, 174183, 4542660, 4545880, 6351915, 6351915, 6356610, 6359100]	NOUN	A2
making	-0.10677688702260722	3	[2186718, 9684848]	[1159665, 3346383, 13031231]	VERB	A2
yep	0.27415177859011414	3	[14133681, 736354]	[2706823, 16840504, 17576858]	INTJ	A2
at	0.21612524234687341	93	[254114, 156120, 161100, 16125, 38970, 1880, 2440, 57450, 12570, 309740, 85574, 73906, 45796, 219264, 7166, 9474, 17190, 4175, 312971, 160074, 3700, 426614, 453907, 54615, 309447, 448914, 73858, 28936, 26960, 2860, 25045, 402269, 130020, 166483, 167782, 42451, 168239, 255490, 40040, 246584, 215376, 20600, 56250, 349130, 309050, 48055, 402571, 0, 958624, 50715, 214870, 657985, 7065, 2166456, 1986, 478490, 11064, 868952, 1980, 283028, 30301, 1585, 120504, 6890, 3980, 6990, 366235, 110710, 563311, 1154753, 457075, 169320, 0, 324309, 205065, 250345, 201238, 157131, 24130, 405529, 20283, 142315, 45450, 350790, 88899, 441552, 30360, 55464, 37900, 1242904, 732754, 95685]	[152001, 406115, 562235, 723335, 739460, 778430, 780310, 782750, 840200, 852770, 1162510, 1248084, 1321990, 1367786, 1587050, 1594216, 1603690, 1620880, 1625055, 1938026, 2098100, 2101800, 2528414, 2982321, 3036936, 3346383, 3795297, 3869155, 3898091, 3925051, 3927911, 3952956, 4355225, 4485245, 4651728, 4819510, 4861961, 5030200, 5285690, 5325730, 5572314, 5787690, 5808290, 5864540, 6213670, 6522720, 6570775, 6973346, 6973346, 7931970, 7982685, 8197555, 8855540, 8862605, 11029061, 11031047, 11509537, 11520601, 12389553, 12391533, 12674561, 12704862, 12706447, 12826951, 12833841, 12837821, 12844811, 13211046, 13321756, 13885067, 15039820, 15496895, 15666215, 15666215, 15990524, 16195589, 16445934, 16647172, 16804303, 16828433, 17233962, 17254245, 17396560, 17442010, 17792800, 17881699, 18323251, 18353611, 18409075, 18446975, 19689879, 20422633, 20518318]	ADP	A2
remember	0.017218065370616514	24	[1786359, 510836, 819505, 378580, 306333, 610497, 1116410, 5690, 156221, 419819, 1635030, 2753404, 1136292, 458010, 901711, 0, 9400, 2717539, 1347861, 6549, 102292, 1231058, 138778]	[890370, 2676729, 3187565, 4007070, 4385650, 4691983, 5302480, 6418890, 6424580, 6580801, 7000620, 8635650, 11389054, 12525346, 12983356, 13885067, 13885067, 13894467, 16612006, 17959867, 17966416, 18068708, 19299766, 19438544]	VERB	A2
half	0.20445900201027414	3	[5470, 68290]	[907490, 912960, 981250]	ADJ	A2
tummy	0.08545001815599952	7	[4855859, 8791924, 1852, 2896716, 5080, 2335887]	[827940, 5683799, 14475723, 14477575, 17374291, 17379371, 19715258]	NOUN	A2
camera	0.8001745254912099	6	[388255, 5880, 28920, 37590, 9956840]	[4987065, 5375320, 5381200, 5410120, 5447710, 15404550]	NOUN	A2
though	0.08784507837063177	11	[1445068, 84481, 4065229, 5777753, 165750, 2676099, 134618, 778850, 1467323, 829695]	[1328440, 2773508, 2857989, 6923218, 12700971, 12866721, 15542820, 15677438, 16456288, 17923611, 18753306]	SCONJ	A2
know	0.3100560528320825	127	[3243, 67083, 2140, 198449, 0, 389890, 10625, 49880, 1950, 18765, 4025, 106995, 308835, 634941, 106634, 141545, 667138, 305747, 207548, 3697, 88298, 456992, 322625, 5925, 28835, 401346, 107299, 101310, 134373, 386947, 0, 271070, 493865, 436490, 119940, 3960, 143456, 52509, 2320, 68730, 71275, 62870, 68645, 220365, 58985, 445860, 373920, 0, 15600, 18790, 60820, 448725, 2478120, 0, 3858, 728959, 124559, 12539, 52854, 51509, 805, 20807, 363096, 83150, 36390, 11940, 215550, 16820, 118920, 11435, 141019, 84626, 5495, 11347, 2188, 1185, 126855, 30355, 307950, 272525, 109899, 95645, 501158, 332842, 34295, 41170, 68800, 3940, 115740, 137575, 70826, 127330, 22162, 0, 110242, 72579, 0, 4341, 87893, 67993, 14724, 98497, 0, 450096, 167374, 104064, 118662, 175323, 96747, 39016, 100220, 1708, 2350, 63257, 22499, 158248, 100420, 847238, 402747, 110400, 20095, 2276, 0, 9883, 13887, 1049691]	[232650, 235893, 302976, 305116, 503565, 503565, 893455, 904080, 953960, 955910, 974675, 978700, 1085695, 1394530, 2029471, 2136105, 2277650, 2944788, 3250535, 3458083, 3461780, 3550078, 4007070, 4329695, 4335620, 4364455, 4765801, 4873100, 4974410, 5108783, 5495730, 5495730, 5766800, 6260665, 6697155, 6817095, 6821055, 6964511, 7017020, 7019340, 7088070, 7159345, 7222215, 7290860, 7511225, 7570210, 8016070, 8389990, 8389990, 8405590, 8424380, 8485200, 8933925, 11412045, 11412045, 11415903, 12144862, 12269421, 12281960, 12334814, 12386323, 12387128, 12407935, 12771031, 12854181, 12890571, 12902511, 13118061, 13134881, 13253801, 13265236, 13406255, 13490881, 13496376, 13507723, 13509911, 13511096, 13637951, 13668306, 13976256, 14248781, 14358680, 14454325, 14955483, 15288325, 15322620, 15363790, 15432590, 15436530, 15552270, 15689845, 15760671, 15888001, 15910163, 15910163, 16020405, 16092984, 16092984, 16097325, 16185218, 16253211, 16267935, 16366432, 16366432, 16816528, 16983902, 17087966, 17206628, 17381951, 17478698, 17517714, 17617934, 17619642, 17621992, 17685249, 17707748, 17865996, 17966416, 18813654, 19216401, 19326801, 19346896, 19349172, 19349172, 19359055, 19372942, 20422633]	VERB	A2
smart	-0.09002500186811009	4	[11991266, 1493139, 5194899]	[817155, 12808421, 14301560, 19496459]	ADJ	A2
